code,label,total,age,male,female
RO321,Bucureşti,139224,40-44,68219,71005
RO322,Ilfov,54389,40-44,27304,27085
RO4,Macroregiunea Patru,239976,40-44,123880,116096
RO41,Sud-Vest Oltenia,124638,40-44,64233,60405
RO411,Dolj,41478,40-44,21113,20365
RO412,Gorj,21940,40-44,11337,10603
RO413,Mehedinţi,14961,40-44,7643,7318
RO414,Olt,24548,40-44,12970,11578
RO415,Vâlcea,21711,40-44,11170,10541
RO42,Vest,115338,40-44,59647,55691
RO421,Arad,28333,40-44,14694,13639
RO422,Caraş-Severin,15206,40-44,7883,7323
RO423,Hunedoara,22076,40-44,11401,10675
RO424,Timiş,49723,40-44,25669,24054
RO,Romania,1511761,45-49,771926,739835
RO1,Macroregiunea Unu,374429,45-49,192109,182320
RO11,Nord-Vest,198386,45-49,101667,96719
RO111,Bihor,44256,45-49,22667,21589
RO112,Bistriţa-Năsăud,22723,45-49,11901,10822
RO113,Cluj,52143,45-49,26423,25720
RO114,Maramureş,36003,45-49,18525,17478
RO115,Satu Mare,27394,45-49,13967,13427
RO116,Sălaj,15867,45-49,8184,7683
RO12,Centru,176043,45-49,90442,85601
RO121,Alba,25594,45-49,13200,12394
RO122,Braşov,41296,45-49,21051,20245
RO123,Covasna,15907,45-49,8110,7797
RO124,Harghita,23327,45-49,12229,11098
RO125,Mureş,40714,45-49,20794,19920
RO126,Sibiu,29205,45-49,15058,14147
RO2,Macroregiunea Doi,430288,45-49,222542,207746
RO21,Nord-Est,241644,45-49,126194,115450
RO211,Bacău,45159,45-49,23372,21787
RO212,Botoşani,31142,45-49,16500,14642
RO213,Iaşi,56079,45-49,29219,26860
RO214,Neamţ,34366,45-49,17732,16634
RO215,Suceava,47128,45-49,24426,22702
RO216,Vaslui,27770,45-49,14945,12825
RO22,Sud-Est,188644,45-49,96348,92296
RO221,Brăila,23625,45-49,12198,11427
RO222,Buzău,30626,45-49,15680,14946
RO223,Constanţa,52608,45-49,26349,26259
RO224,Galaţi,40629,45-49,20741,19888
RO225,Tulcea,15443,45-49,8061,7382
RO226,Vrancea,25713,45-49,13319,12394
RO3,Macroregiunea Trei,427015,45-49,214416,212599
RO31,Sud-Muntenia,230086,45-49,117896,112190
RO311,Argeş,48285,45-49,24503,23782
RO312,Călăraşi,21929,45-49,11327,10602
RO313,Dâmboviţa,39772,45-49,20598,19174
RO314,Giurgiu,20545,45-49,10620,9925
RO315,Ialomiţa,19610,45-49,10125,9485
RO316,Prahova,55112,45-49,27929,27183
RO317,Teleorman,24833,45-49,12794,12039
RO32,Bucureşti-Ilfov,196929,45-49,96520,100409
RO321,Bucureşti,143106,45-49,69127,73979
RO322,Ilfov,53823,45-49,27393,26430
RO4,Macroregiunea Patru,280029,45-49,142859,137170
RO41,Sud-Vest Oltenia,149585,45-49,76442,73143
RO411,Dolj,46605,45-49,23679,22926
RO412,Gorj,25785,45-49,13177,12608
RO413,Mehedinţi,18814,45-49,9629,9185
RO414,Olt,31215,45-49,16033,15182
RO415,Vâlcea,27166,45-49,13924,13242
RO42,Vest,130444,45-49,66417,64027
RO421,Arad,33790,45-49,17232,16558
RO422,Caraş-Severin,18469,45-49,9449,9020
RO423,Hunedoara,27459,45-49,13778,13681
RO424,Timiş,50726,45-49,25958,24768
RO,Romania,1472256,50-54,741108,731148
RO1,Macroregiunea Unu,360856,50-54,182409,178447
RO11,Nord-Vest,190674,50-54,96237,94437
RO111,Bihor,42999,50-54,21699,21300
RO112,Bistriţa-Năsăud,22046,50-54,11261,10785
RO113,Cluj,48535,50-54,24239,24296
RO114,Maramureş,34152,50-54,17381,16771
RO115,Satu Mare,26325,50-54,13267,13058
RO116,Sălaj,16617,50-54,8390,8227
RO12,Centru,170182,50-54,86172,84010
RO121,Alba,25783,50-54,13152,12631
RO122,Braşov,37151,50-54,18453,18698
RO123,Covasna,15932,50-54,8033,7899
RO124,Harghita,22278,50-54,11506,10772
RO125,Mureş,40703,50-54,20769,19934
RO126,Sibiu,28335,50-54,14259,14076
RO2,Macroregiunea Doi,430378,50-54,220224,210154
RO21,Nord-Est,241551,50-54,124213,117338
RO211,Bacău,44939,50-54,22916,22023
RO212,Botoşani,31289,50-54,16424,14865
RO213,Iaşi,53261,50-54,27497,25764
RO214,Neamţ,35383,50-54,17947,17436
RO215,Suceava,47122,50-54,23768,23354
RO216,Vaslui,29557,50-54,15661,13896
RO22,Sud-Est,188827,50-54,96011,92816
RO221,Brăila,23087,50-54,11807,11280
RO222,Buzău,33935,50-54,17444,16491
RO223,Constanţa,49313,50-54,24561,24752
RO224,Galaţi,40343,50-54,20669,19674
RO225,Tulcea,15822,50-54,8029,7793
RO226,Vrancea,26327,50-54,13501,12826
RO3,Macroregiunea Trei,394386,50-54,194222,200164
RO31,Sud-Muntenia,237066,50-54,120384,116682
